origin_stop_id,dest_stop_id,time_bin_id,true_flow,estimated_flow,error
BERNEX_VAILLY,GENEVE_SERVETTE,t0700,13.5,36.997621516288575,23.497621516288575
BERNEX_VAILLY,GENEVE_SERVETTE,t0730,24.0,11.810719055419465,-12.189280944580535
BERNEX_VAILLY,GENEVE_SERVETTE,t0800,40.5,23.015445176319417,-17.484554823680583
BERNEX_VAILLY,GENEVE_SERVETTE,t0830,20.25,27.316188065258103,7.066188065258103
BERNEX_VAILLY,MEYRIN_GRAVIERE,t0700,35.70000076293945,13.183705807357649,-22.516294955581806
BERNEX_VAILLY,MEYRIN_GRAVIERE,t0730,21.25,33.327236799076154,12.077236799076154
BERNEX_VAILLY,MEYRIN_GRAVIERE,t0800,13.600000381469727,30.365820425629938,16.76582004416021
BERNEX_VAILLY,MEYRIN_GRAVIERE,t0830,32.29999923706055,25.584457732043543,-6.715541505017004
CAROUGE_GE_MARCHE,VERNIER_AVANCHETS_ETANG,t0700,13.300000190734863,13.050065140742122,-0.2499350499927413
CAROUGE_GE_MARCHE,VERNIER_AVANCHETS_ETANG,t0730,43.70000076293945,41.00879570364964,-2.691205059289814
CAROUGE_GE_MARCHE,VERNIER_AVANCHETS_ETANG,t0800,29.450000762939453,28.596664256901924,-0.8533365060375289
CAROUGE_GE_MARCHE,VERNIER_AVANCHETS_ETANG,t0830,19.0,19.896314007083447,0.896314007083447
CHENE_BOUGERIES_GRANGE_CANAL,GENEVE_BLANCHE,t0700,36.75,36.48338419207488,-0.2666158079251204
CHENE_BOUGERIES_GRANGE_CANAL,GENEVE_BLANCHE,t0730,18.899999618530273,20.06050667544406,1.1605070569137865
CHENE_BOUGERIES_GRANGE_CANAL,GENEVE_BLANCHE,t0800,46.20000076293945,43.089277470531535,-3.1107232924079184
CHENE_BOUGERIES_GRANGE_CANAL,GENEVE_BLANCHE,t0830,25.200000762939453,26.040161769947495,0.8401610070080423
GENEVE_AUGUSTINS,MEYRIN_CERN,t0700,20.700000762939453,20.40021176122494,-0.2997890017145117
GENEVE_AUGUSTINS,MEYRIN_CERN,t0730,36.79999923706055,36.0170961294449,-0.7829031076156454
GENEVE_AUGUSTINS,MEYRIN_CERN,t0800,62.099998474121094,59.159039142023985,-2.9409593320971084
GENEVE_AUGUSTINS,MEYRIN_CERN,t0830,31.049999237060547,29.142896253452214,-1.9071029836083326
GENEVE_BLANCHE,CHENE_BOUGERIES_GRANGE_CANAL,t0700,52.5,51.987424760325624,-0.5125752396743763
GENEVE_BLANCHE,CHENE_BOUGERIES_GRANGE_CANAL,t0730,31.25,30.187330540703986,-1.0626694592960142
GENEVE_BLANCHE,CHENE_BOUGERIES_GRANGE_CANAL,t0800,20.0,20.15143045522056,0.15143045522055942
GENEVE_BLANCHE,CHENE_BOUGERIES_GRANGE_CANAL,t0830,47.5,48.05061230862228,0.5506123086222772
GENEVE_EAUX_VIVES_GARE,LANCY_BACHET_GARE,t0700,10.5,12.134386386975914,1.6343863869759137
GENEVE_EAUX_VIVES_GARE,LANCY_BACHET_GARE,t0730,34.5,33.76310678756192,-0.7368932124380834
GENEVE_EAUX_VIVES_GARE,LANCY_BACHET_GARE,t0800,23.25,22.321680839598358,-0.9283191604016423
GENEVE_EAUX_VIVES_GARE,LANCY_BACHET_GARE,t0830,15.0,16.638717733206676,1.6387177332066756
GENEVE_PONT_D_ARVE,THONEX_MOILLESULAZ,t0700,29.75,29.841122449324278,0.09112244932427771
GENEVE_PONT_D_ARVE,THONEX_MOILLESULAZ,t0730,15.300000190734863,15.352356498148884,0.052356307414020975
GENEVE_PONT_D_ARVE,THONEX_MOILLESULAZ,t0800,37.400001525878906,36.97017482717384,-0.42982669870506385
GENEVE_PONT_D_ARVE,THONEX_MOILLESULAZ,t0830,20.399999618530273,18.939226666036028,-1.4607729524942457
GENEVE_POTERIE,BERNEX_VAILLY,t0700,17.100000381469727,17.530030764455162,0.4300303829854357
GENEVE_POTERIE,BERNEX_VAILLY,t0730,30.399999618530273,29.87653786887616,-0.5234617496541141
GENEVE_POTERIE,BERNEX_VAILLY,t0800,51.29999923706055,50.99092296908269,-0.3090762679778578
GENEVE_POTERIE,BERNEX_VAILLY,t0830,25.649999618530273,23.196042304917928,-2.453957313612346
GENEVE_VIEUSSEUX,GRAND_LANCY_PALETTES,t0700,44.099998474121094,43.42215871225959,-0.677839761861506
GENEVE_VIEUSSEUX,GRAND_LANCY_PALETTES,t0730,26.25,26.21359953067079,-0.03640046932920882
GENEVE_VIEUSSEUX,GRAND_LANCY_PALETTES,t0800,16.799999237060547,16.805907740069067,0.005908503008519972
GENEVE_VIEUSSEUX,GRAND_LANCY_PALETTES,t0830,39.900001525878906,37.69836363100561,-2.2016378948732935
GRAND_LANCY_PALETTES,GENEVE_VIEUSSEUX,t0700,16.100000381469727,48.598345762413516,32.49834538094379
GRAND_LANCY_PALETTES,GENEVE_VIEUSSEUX,t0730,52.900001525878906,17.622763229355947,-35.27723829652296
GRAND_LANCY_PALETTES,GENEVE_VIEUSSEUX,t0800,35.650001525878906,27.740868551059428,-7.909132974819478
GRAND_LANCY_PALETTES,GENEVE_VIEUSSEUX,t0830,23.0,30.076846107590818,7.076846107590818
GRAND_LANCY_PALETTES,MEYRIN_CERN,t0700,43.75,12.40440162571475,-31.345598374285252
GRAND_LANCY_PALETTES,MEYRIN_CERN,t0730,22.5,57.08864161489559,34.58864161489559
GRAND_LANCY_PALETTES,MEYRIN_CERN,t0800,55.0,60.032869786396745,5.032869786396745
GRAND_LANCY_PALETTES,MEYRIN_CERN,t0830,30.0,24.77553487029061,-5.22446512970939
LANCY_BACHET_GARE,GENEVE_EAUX_VIVES_GARE,t0700,13.5,35.28111370118008,21.781113701180082
LANCY_BACHET_GARE,GENEVE_EAUX_VIVES_GARE,t0730,24.0,10.024794976834896,-13.975205023165104
LANCY_BACHET_GARE,GENEVE_EAUX_VIVES_GARE,t0800,40.5,15.733527291112907,-24.766472708887093
LANCY_BACHET_GARE,GENEVE_EAUX_VIVES_GARE,t0830,20.25,38.44138922639935,18.19138922639935
LANCY_BACHET_GARE,THONEX_MOILLESULAZ,t0700,35.70000076293945,14.503024657174592,-21.19697610576486
LANCY_BACHET_GARE,THONEX_MOILLESULAZ,t0730,21.25,34.76708518783943,13.517085187839427
LANCY_BACHET_GARE,THONEX_MOILLESULAZ,t0800,13.600000381469727,38.039504275665664,24.439503894195937
LANCY_BACHET_GARE,THONEX_MOILLESULAZ,t0830,32.29999923706055,15.25964852077248,-17.040350716288067
MEYRIN_CERN,GENEVE_AUGUSTINS,t0700,13.300000190734863,32.52224587752729,19.222245686792427
MEYRIN_CERN,GENEVE_AUGUSTINS,t0730,43.70000076293945,19.97565366633103,-23.724347096608422
MEYRIN_CERN,GENEVE_AUGUSTINS,t0800,29.450000762939453,27.12882553324106,-2.321175229698394
MEYRIN_CERN,GENEVE_AUGUSTINS,t0830,19.0,24.035630185799114,5.035630185799114
MEYRIN_CERN,GRAND_LANCY_PALETTES,t0700,36.75,17.64744282276827,-19.10255717723173
MEYRIN_CERN,GRAND_LANCY_PALETTES,t0730,18.899999618530273,42.43472534496038,23.534725726430104
MEYRIN_CERN,GRAND_LANCY_PALETTES,t0800,46.20000076293945,46.80113322851162,0.6011324655721637
MEYRIN_CERN,GRAND_LANCY_PALETTES,t0830,25.200000762939453,22.482232742196032,-2.7177680207434207
